0.18,409,380
1.16,363,344
2.06,326,318
2.95,308,306
3.86,306,295
4.74,293,300
5.64,292,283
6.54,289,288
7.43,286,274
8.33,281,271
9.23,273,271
10.13,272,280
11.08,278,270
12.02,281,288
13.29,328,333
14.57,355,367
15.84,379,377
17.12,370,376
18.39,361,354
19.67,318,318
20.94,282,275
22.22,245,243
23.49,228,234
24.77,226,225
26.04,214,221
27.32,209,218
28.59,215,215
29.87,209,218
31.14,211,222
32.42,241,248
33.69,273,287
34.97,312,314
36.24,320,317
37.52,310,316
38.79,293,286
40.07,246,247
41.34,205,206
42.62,181,183
43.89,169,176
45.17,159,169
46.44,162,163
47.72,153,162
48.99,161,159
50.27,163,162
51.54,162,173
52.82,202,208
54.09,232,244
55.37,260,267
56.64,267,266
57.92,255,258
59.19,223,225
60.47,187,181
61.74,141,145
63.02,130,129
64.29,123,121
65.57,110,118
66.84,112,112
68.12,111,111
69.39,107,116
70.68,115,116
71.94,121,139
73.22,163,177
74.49,203,210
75.77,218,224
77.04,222,221
78.32,210,204
79.59,168,167
80.87,131,125
82.14,94,93
83.25,79,88
84.35,71,81
85.46,73,74
86.56,72,61
87.67,69,59
88.77,71,59
89.88,74,64
90.98,77,77
92.09,92,98
93.20,123,127
94.47,158,162
95.74,179,176
97.02,177,175
98.29,172,165
99.57,130,130
100.84,83,90
102.03,55,45
103.22,47,37
104.41,35,44
105.60,38,27
106.79,38,28
107.98,37,28
109.17,41,31
110.36,44,34
111.55,54,45
112.74,92,82
113.93,127,121
115.29,160,147
116.65,159,158
118.01,153,136
119.37,108,109
120.73,62,57
121.92,28,26
123.11,17,18
124.30,19,20
125.49,17,8
126.60,18,7
127.70,10,9
128.81,12,21
130.00,17,27
131.19,24,24
132.38,58,53
133.57,98,90
134.76,131,123
136.12,144,130
137.48,133,139
138.84,112,95
140.11,62,58
141.30,26,33
142.49,7,1
143.51,6,7
144.53,0,6
145.55,0,0
146.57,1,0
147.59,0,0
148.61,5,6
149.63,2,1
150.65,11,14
151.84,26,22
153.03,60,62
154.22,95,98
155.41,128,116
156.77,130,127
158.13,119,111
159.49,72,66
160.68,31,29
161.87,0,0
162.89,0,0
163.91,0,0
164.93,0,0
165.95,0,0
166.97,0,0
167.99,0,2
169.01,0,2
170.03,0,9
171.05,10,13
172.24,37,33
173.43,69,71
174.62,104,106
175.98,126,112
177.34,118,124
178.70,92,99
179.89,53,50
181.08,22,11
182.28,0,0
183.29,0,0
184.31,0,0
185.33,0,0
186.35,0,0
187.37,0,0
188.39,0,0
189.41,0,4
190.43,6,0
191.45,8,18
192.56,41,52
193.75,85,87
194.94,113,111
196.30,118,125
197.66,115,119
199.02,89,75
200.21,49,36
201.40,6,14
202.50,0,0
203.52,0,0
204.54,0,0
205.56,0,0
206.58,0,0
207.60,0,0
208.62,0,0
209.64,0,7
210.66,6,9
211.68,11,15
212.87,51,53
214.06,88,87
215.25,115,113
216.61,117,126
217.97,108,111
219.33,71,65
220.52,31,27
221.71,0,0
222.73,0,0
223.75,0,0
224.77,0,0
225.79,0,0
226.81,0,0
227.83,0,0
228.85,0,1
229.87,0,0
230.89,9,10
232.00,20,36
233.19,67,72
234.38,97,108
235.65,124,112
237.01,124,111
238.37,100,101
239.73,57,63
240.92,19,17
242.11,0,0
243.13,0,0
244.15,0,0
245.17,0,0
246.19,0,0
247.21,0,0
248.23,0,0
249.25,0,3
250.27,6,0
251.29,7,17
252.40,35,50
253.59,80,82
254.78,108,107
256.14,116,125
257.50,113,121
258.86,93,78
260.05,54,40
261.24,9,18
262.34,0,1
263.36,0,0
264.38,0,0
265.40,0,0
266.42,0,0
267.44,0,0
268.46,0,0
269.48,0,4
270.50,6,7
271.52,9,17
272.63,42,54
273.82,80,89
275.01,111,111
276.37,115,124
277.73,111,115
279.09,77,71
280.28,37,35
281.47,1,12
282.57,0,0
283.59,0,0
284.61,0,0
285.63,0,0
286.65,0,0
287.67,0,0
288.69,0,0
289.71,0,0
290.73,6,8
291.75,12,26
292.94,53,54
294.13,87,89
295.32,114,112
296.68,116,125
298.04,106,110
299.40,73,60
300.59,35,22
301.78,0,4
302.80,0,0
303.82,0,0
304.84,0,0
305.86,0,0
306.88,0,0
307.90,0,0
308.92,0,1
309.94,0,7
310.96,9,11
312.07,26,40
313.26,64,76
314.45,98,110
315.72,123,112
317.08,122,121
318.44,95,101
319.72,55,51
320.91,17,25
322.10,0,0
323.12,0,0
324.14,0,0
325.16,0,0
326.18,0,0
327.20,0,0
328.22,0,0
329.24,0,5
330.26,6,0
331.28,8,18
332.38,37,49
333.57,76,86
334.76,108,109
336.12,117,125
337.48,115,120
338.84,92,89
340.03,54,40
341.22,9,18
342.33,0,0
343.35,0,0
344.37,0,0
345.39,0,0
346.41,0,0
347.43,0,0
348.45,0,0
349.47,0,6
350.49,6,7
351.51,9,19
352.61,45,55
353.80,88,90
354.99,113,110
356.36,117,125
357.71,111,115
359.07,77,73
360.26,44,33
361.45,3,11
362.56,0,0
363.58,0,0
364.60,0,0
365.62,0,0
366.64,0,0
367.66,0,0
368.68,0,0
369.70,0,0
370.72,8,9
371.74,13,28
372.93,56,56
374.12,89,91
375.31,116,113
376.67,124,122
378.03,106,107
379.39,74,59
380.58,34,22
381.77,0,6
382.79,0,0
383.81,0,0
384.83,0,0
385.85,0,0
386.87,0,0
387.89,0,0
388.91,0,0
389.93,0,7
390.95,10,11
392.14,29,32
393.33,68,70
394.52,102,105
395.88,124,113
397.24,117,123
398.60,98,96
399.79,54,49
400.98,24,11
402.17,0,0
403.19,0,0
404.21,0,0
405.23,0,0
406.25,0,0
407.27,0,0
408.29,0,0
409.31,0,5
410.33,6,7
411.35,8,19
412.45,41,53
413.64,86,88
414.83,112,110
416.19,116,125
417.55,113,119
418.91,84,78
420.10,42,40
421.29,13,1
422.40,0,0
423.42,0,0
424.44,0,0
425.46,0,0
426.48,0,0
427.50,0,0
428.52,0,0
429.54,0,0
430.56,8,8
431.58,13,14
432.77,58,50
433.96,87,87
435.15,116,123
436.51,117,124
437.87,109,111
439.23,78,65
440.42,40,26
441.61,0,8
442.63,0,0
443.65,0,0
444.67,0,0
445.69,0,0
446.71,0,0
447.73,0,0
448.75,0,0
449.77,0,6
450.79,7,9
451.81,17,21
453.00,65,57
454.19,94,93
455.38,115,123
456.74,114,114
458.10,110,103
459.46,70,55
460.65,31,19
461.84,0,4
462.86,0,0
463.88,0,0
464.90,0,0
465.92,0,0
466.94,0,0
467.96,0,0
468.98,0,0
470.00,0,8
471.02,9,12
472.12,28,43
473.31,68,81
474.50,104,106
475.86,117,125
477.22,116,123
478.58,97,95
479.77,59,46
480.96,23,19
482.15,0,0
483.17,0,0
484.19,0,0
485.21,0,0
486.23,0,0
487.25,0,0
488.27,0,0
489.29,0,6
490.31,5,0
491.33,8,19
492.44,42,54
493.63,85,88
494.82,112,111
496.18,117,126
497.54,114,118
498.90,82,76
500.09,42,37
501.28,4,15
502.38,0,0
503.40,0,0
504.42,0,0
505.44,0,0
506.46,0,0
507.48,0,0
508.50,0,0
509.52,0,5
510.54,7,7
511.56,12,24
512.75,51,51
513.94,88,87
515.13,114,123
516.49,124,123
517.85,110,110
519.21,78,64
520.40,40,26
521.59,0,0
522.61,0,0
523.63,0,0
524.65,0,0
525.67,0,0
526.69,0,0
527.71,0,0
528.73,0,0
529.75,0,0
530.77,8,10
531.88,19,36
533.07,67,72
534.26,96,109
535.53,124,111
536.89,124,111
538.25,98,104
539.53,58,55
540.72,21,28
541.91,0,0
542.93,0,0
543.95,0,0
544.97,0,0
545.99,0,0
547.01,0,0
548.03,0,0
549.05,0,2
550.07,0,8
551.09,9,13
552.19,33,47
553.38,79,82
554.57,108,107
555.93,118,125
