0.18,430,429
1.16,429,429
2.06,430,430
2.95,430,431
3.86,430,430
4.74,429,430
5.64,431,429
6.54,429,430
7.43,430,430
8.32,429,430
9.22,430,430
10.11,430,429
11.06,430,430
12.02,429,431
13.29,429,430
14.57,429,430
15.84,431,430
17.12,429,430
18.39,429,430
19.67,430,429
20.94,430,430
22.22,429,429
23.49,429,430
24.77,429,430
26.04,430,431
27.32,430,429
28.59,429,429
29.87,429,430
31.14,429,430
32.42,430,430
33.69,429,429
34.97,430,429
36.24,430,429
37.52,430,430
38.79,429,429
40.07,430,429
41.34,430,430
42.62,429,430
43.89,430,429
45.17,429,429
46.44,430,429
47.72,430,429
48.99,429,430
50.27,429,429
51.54,430,429
52.82,430,429
54.09,431,430
55.37,431,430
56.64,430,429
57.92,429,430
59.19,430,429
60.47,429,430
61.74,430,431
63.02,429,429
64.29,429,430
65.57,430,430
66.84,429,430
68.12,431,429
69.39,429,430
70.68,430,430
71.94,429,429
73.22,430,429
74.49,429,429
75.77,430,429
77.04,429,429
78.32,430,431
79.59,430,430
80.87,431,430
82.14,429,429
83.42,429,430
84.69,431,429
85.97,430,430
87.24,430,430
88.52,430,429
89.79,429,429
91.07,429,429
92.34,429,429
93.62,430,430
94.89,429,429
96.17,430,430
97.44,430,430
98.72,430,429
99.99,430,429
101.27,430,429
102.63,430,430
103.99,430,430
105.35,430,429
106.71,430,430
108.07,430,429
109.43,429,429
110.79,430,429
112.15,430,430
113.51,430,430
114.87,430,429
116.23,430,429
117.59,429,429
118.95,430,430
120.31,430,429
121.67,430,429
123.03,430,429
124.39,429,429
125.75,430,430
127.11,430,430
128.47,430,429
129.83,430,429
131.19,429,429
132.55,429,430
133.91,430,429
135.27,430,430
136.63,430,430
137.99,430,429
139.35,430,430
140.71,430,429
142.07,430,429
143.43,430,429
144.79,430,429
146.15,430,430
147.51,429,429
148.87,430,429
150.23,429,429
151.59,430,430
152.95,429,430
154.31,429,430
155.67,430,431
157.03,429,429
158.39,430,429
159.76,430,429
161.11,430,429
162.47,429,429
163.83,429,429
165.19,430,429
166.55,429,430
167.91,429,430
169.27,429,429
170.63,429,430
171.99,429,430
173.35,429,430
174.71,429,430
176.07,429,430
177.43,429,429
178.79,429,430
180.15,430,429
181.51,429,430
182.87,430,430
184.23,430,430
185.59,429,429
186.95,430,429
188.31,429,431
189.67,430,429
191.03,429,429
192.39,429,430
193.75,430,429
195.11,429,430
196.47,431,430
197.83,429,429
199.19,430,430
200.55,429,429
201.91,430,431
203.27,431,429
204.63,430,429
205.99,430,429
207.35,429,430
208.71,430,430
210.07,429,430
211.43,430,430
212.79,429,430
214.15,429,430
215.51,429,430
216.87,430,430
218.23,430,429
219.59,430,430
220.95,430,430
222.31,429,431
223.67,429,429
225.03,430,430
226.39,429,429
227.75,430,430
229.11,429,429
230.47,430,430
231.83,429,430
233.19,429,430
234.55,429,429
235.91,430,430
237.27,430,430
238.63,430,429
239.99,429,430
241.35,429,429
242.71,429,430
244.07,429,429
245.43,430,430
246.80,429,430
248.15,429,429
249.51,429,430
250.87,430,431
252.23,429,429
253.59,429,429
254.95,430,429
256.31,430,429
257.67,429,430
259.03,430,430
260.39,429,430
261.75,429,430
263.11,429,430
264.47,429,430
265.83,430,430
267.19,429,429
268.55,430,431
269.91,430,430
271.27,429,430
272.63,429,430
273.99,429,429
275.35,429,429
276.71,429,430
278.07,429,429
279.43,430,430
280.79,431,429
282.15,429,430
283.51,429,429
284.87,430,430
286.23,430,430
287.59,430,429
288.95,429,430
290.31,429,429
291.67,430,429
293.03,429,429
294.39,430,429
295.75,429,429
297.11,429,430
298.47,429,429
299.83,430,430
301.19,429,430
302.55,429,430
303.91,429,430
305.27,429,430
306.63,430,429
307.99,429,430
309.35,429,429
310.71,429,429
312.07,429,430
313.43,430,429
314.79,430,430
316.15,430,430
317.51,429,430
318.87,430,429
320.23,430,431
321.59,429,430
322.95,429,430
324.31,429,429
325.67,429,430
327.03,430,430
328.39,430,430
329.75,429,429
331.11,429,429
332.47,430,431
333.84,430,430
335.19,429,430
336.55,430,429
337.91,430,429
339.27,429,429
340.63,430,429
341.99,429,430
343.35,430,429
344.71,430,429
346.07,430,430
347.43,430,431
348.79,430,429
350.15,430,431
351.51,430,429
352.87,429,430
354.23,430,430
355.59,429,430
356.95,430,430
358.31,430,430
359.67,430,430
361.03,430,429
362.39,429,430
363.75,430,430
365.11,429,430
366.47,429,429
367.83,429,429
369.19,429,430
370.55,430,430
371.91,429,430
373.27,430,430
374.63,429,430
375.99,430,429
377.35,429,430
378.71,430,429
380.07,430,429
381.43,429,429
382.79,430,430
384.15,430,430
385.51,429,429
386.87,430,429
388.23,429,429
389.59,429,430
390.95,430,429
392.31,429,429
393.67,430,430
395.03,429,429
396.39,429,430
397.75,430,429
399.11,429,429
400.47,430,430
401.83,429,429
403.19,429,429
404.55,429,429
405.91,429,430
407.27,429,429
408.63,430,429
409.99,430,429
411.35,429,429
412.71,429,430
414.07,429,430
415.43,429,430
416.79,429,429
418.15,429,430
419.51,429,429
420.88,429,430
422.23,429,429
423.59,430,430
424.95,429,430
426.31,430,429
427.67,430,429
429.03,430,430
430.39,430,430
431.75,430,429
433.11,429,430
434.47,430,429
435.83,429,429
437.19,429,429
438.55,429,430
439.91,429,429
441.27,430,430
442.63,429,430
443.99,430,430
445.35,429,429
446.71,430,430
448.07,430,430
449.43,429,429
450.79,429,430
452.15,429,429
453.51,430,430
454.87,430,430
456.23,429,430
457.59,429,430
458.95,429,430
460.31,430,430
461.67,430,429
463.03,429,430
464.39,429,430
465.75,430,430
467.11,429,429
468.47,430,430
469.83,429,429
471.19,429,430
472.55,430,429
473.91,429,429
475.27,429,430
476.63,430,429
477.99,429,430
479.35,430,429
480.71,430,430
482.07,429,429
483.43,429,430
484.79,430,430
486.15,429,430
487.51,429,429
488.87,430,430
490.23,430,429
491.59,429,430
492.95,429,430
494.31,429,430
495.67,429,429
497.03,430,429
498.39,430,429
499.75,429,430
501.11,429,430
502.47,429,430
503.83,430,430
505.19,429,430
506.55,430,430
507.92,430,431
509.27,430,429
510.63,430,429
511.99,429,430
513.35,429,429
514.71,429,430
516.07,429,430
517.43,429,429
518.79,429,429
520.15,429,430
521.51,430,429
522.87,429,431
524.23,430,430
525.59,430,429
526.95,430,429
528.31,430,429
529.67,430,429
531.03,429,429
532.39,429,429
533.75,430,430
535.11,430,430
536.47,430,429
537.83,429,430
539.19,430,430
540.55,429,429
541.91,430,429
543.27,429,430
544.63,429,430
545.99,429,430
547.35,430,429
548.71,429,429
550.07,430,429
551.43,429,430
552.79,429,429
554.15,429,430
555.51,430,429
556.87,429,430
558.23,430,430
559.59,429,430
560.95,429,429
562.31,429,430
563.67,430,430
565.03,430,430
566.39,429,429
567.75,430,430
569.11,430,429
570.47,429,429
571.83,430,429
573.19,429,430
574.55,429,429
575.91,430,429
577.27,430,429
578.63,429,429
579.99,429,430
581.35,429,430
582.71,430,429
584.07,430,430
585.43,430,429
586.79,429,430
588.15,429,430
589.51,429,430
590.87,430,430
592.23,429,430
593.59,429,429
594.96,429,429
596.31,429,429
597.67,430,429
599.03,429,430
600.39,429,430
601.75,430,429
603.11,429,429
604.47,430,430
605.83,429,431
607.19,429,429
608.55,431,430
609.91,429,430
611.27,429,429
612.63,429,430
613.99,429,430
615.35,429,429
616.71,430,429
618.07,430,429
619.43,430,430
620.79,430,430
622.15,429,430
623.51,430,429
624.87,429,429
626.23,430,429
627.59,430,429
628.95,429,429
630.31,429,430
631.67,429,430
633.03,429,429
634.39,430,429
635.75,429,429
637.11,430,430
638.47,430,429
639.83,430,429
641.19,429,429
642.55,430,429
643.91,430,429
645.27,429,430
646.63,430,429
647.99,429,430
649.35,429,430
650.71,429,431
652.07,430,430
653.43,429,430
654.79,429,430
656.15,429,429
657.51,429,429
658.87,430,430
660.23,429,429
661.59,429,430
662.95,430,429
664.31,429,429
665.67,430,429
667.03,430,430
668.39,429,429
669.75,429,430
671.11,430,430
672.47,429,429
673.83,429,429
675.19,430,429
676.55,430,429
677.91,430,430
679.27,429,430
680.63,430,430
682.00,429,430
683.35,429,430
684.71,429,430
686.07,429,430
687.43,429,429
688.79,429,429
690.15,429,430
691.51,430,429
692.87,428,430
694.23,429,429
695.59,429,429
696.95,430,429
698.31,430,429
699.67,430,429
701.03,429,430
702.39,430,430
703.75,429,429
705.11,429,429
706.47,430,429
707.83,429,430
709.19,430,429
710.55,430,429
711.91,430,429
713.27,429,429
714.63,430,429
715.99,430,430
717.35,430,429
718.71,429,430
