0.94,678,577
1.84,678,562
2.73,678,534
3.62,678,475
4.52,677,351
5.42,677,206
6.33,678,70
7.18,678,0
7.98,678,0
8.78,677,0
9.58,677,21
10.40,678,79
11.31,678,170
12.25,676,272
13.20,677,372
14.16,678,524
15.10,677,630
16.05,679,670
17.14,678,699
18.41,678,668
19.69,677,621
20.96,677,563
22.24,676,515
23.51,677,414
24.79,677,236
26.06,677,47
27.25,676,0
28.36,677,0
29.46,676,22
30.65,677,180
31.93,677,364
33.20,678,510
34.48,676,663
35.75,677,696
37.03,677,661
38.30,677,592
39.58,676,537
40.85,676,503
42.13,676,466
43.40,677,383
44.68,676,227
45.95,678,44
47.14,677,0
48.25,675,0
49.35,676,0
50.46,675,104
51.73,676,262
53.01,676,402
54.29,676,569
55.56,677,638
56.83,676,629
58.11,676,616
59.38,677,592
60.66,676,580
61.93,675,532
63.21,677,451
64.48,675,267
65.76,677,78
66.95,675,0
68.05,675,0
69.16,675,0
70.26,676,57
71.45,675,179
72.73,676,298
74.00,676,455
75.28,676,588
76.55,677,622
77.84,676,609
79.10,677,580
80.38,676,556
81.65,676,531
82.93,676,500
84.20,676,360
85.48,676,172
86.75,677,20
87.94,676,0
89.05,675,0
90.15,674,80
91.34,675,233
92.62,675,342
93.89,675,479
95.17,675,622
96.44,676,656
97.72,676,634
98.99,675,622
100.27,676,612
101.63,676,566
102.99,677,484
104.35,675,319
105.71,675,102
107.07,674,0
108.26,675,0
109.45,676,11
110.72,675,104
112.08,674,232
113.44,674,371
114.80,675,569
116.16,676,632
117.52,676,648
118.88,675,611
120.24,675,581
121.60,675,540
122.96,676,512
124.32,675,368
125.68,676,179
127.04,676,0
128.23,675,0
129.42,674,0
130.61,675,70
131.89,675,208
133.25,675,367
134.61,675,635
135.97,676,693
137.33,676,681
138.69,675,622
140.05,676,608
141.41,676,564
142.77,675,509
144.13,675,352
145.49,675,148
146.85,675,0
148.04,675,0
149.23,676,0
150.42,675,56
151.69,674,175
153.05,675,321
154.41,674,528
155.77,675,638
157.13,676,653
158.49,674,640
159.85,675,594
161.21,676,559
162.57,676,516
163.93,676,411
165.29,675,211
166.65,674,63
167.93,673,0
169.12,674,0
170.31,674,44
171.58,675,167
172.94,675,312
174.30,675,522
175.66,676,662
177.02,676,671
178.38,676,628
179.74,675,584
181.10,675,549
182.46,675,520
183.82,676,422
185.18,674,226
186.54,675,31
187.82,675,0
189.01,675,0
190.20,675,24
191.47,674,158
192.83,674,290
194.19,675,473
195.55,675,647
196.91,675,680
198.27,676,648
199.63,674,614
200.99,675,576
202.35,675,541
203.71,675,442
205.07,674,251
206.43,674,46
207.71,673,0
208.90,675,0
210.09,674,24
211.36,674,132
212.72,674,274
214.08,675,441
215.44,674,620
216.80,675,693
218.16,674,692
219.52,674,635
220.88,674,582
222.24,674,524
223.60,674,454
224.96,675,273
226.32,674,70
227.60,675,0
228.79,674,0
229.98,674,16
231.25,675,136
232.61,675,270
233.97,675,429
235.33,676,603
236.69,675,648
238.05,676,640
239.41,675,603
240.77,675,568
242.13,674,535
243.49,674,483
244.85,674,305
246.21,674,104
247.57,675,0
248.76,675,0
249.95,674,35
251.23,674,140
252.59,674,259
253.95,675,407
255.31,675,577
256.67,675,633
258.03,675,632
259.39,675,644
260.75,676,609
262.11,675,564
263.47,675,493
264.83,675,321
266.19,675,133
267.55,674,0
268.74,673,0
269.93,673,0
271.12,674,88
272.40,673,222
273.75,673,381
275.11,674,586
276.47,675,654
277.83,675,657
279.19,675,624
280.55,675,586
281.91,674,552
283.27,675,530
284.63,675,378
285.99,675,159
287.35,675,0
288.54,675,0
289.73,674,0
