0.18,414,393
1.16,398,384
2.06,387,385
2.95,389,390
3.86,402,392
4.74,399,405
5.64,404,393
6.54,399,387
7.43,391,379
8.33,384,372
9.23,367,362
10.13,352,358
11.08,344,333
12.02,326,324
13.29,325,324
14.57,318,324
15.84,322,321
17.12,314,319
18.39,317,316
19.67,309,316
20.94,314,313
22.22,315,315
23.49,320,327
24.77,331,329
26.04,324,329
27.32,315,322
28.59,313,311
29.87,291,296
31.14,273,281
32.42,270,269
33.69,257,266
34.97,263,262
36.24,262,260
37.52,254,260
38.79,258,257
40.07,250,258
41.34,249,257
42.62,258,261
43.89,264,272
45.17,267,275
46.44,270,269
47.72,256,263
48.99,253,250
50.27,237,233
51.54,216,222
52.82,213,213
54.09,203,211
55.37,203,210
56.64,208,207
57.92,201,208
59.19,199,206
60.47,205,204
61.74,199,206
63.02,212,213
64.29,221,221
65.57,219,224
66.84,218,217
68.12,212,210
69.39,194,199
70.68,182,182
71.94,165,173
73.22,157,166
74.49,163,163
75.77,157,163
77.04,162,162
78.32,160,160
79.59,153,162
80.87,159,160
82.14,161,162
83.42,167,175
84.69,181,178
85.97,175,181
87.24,167,175
88.52,168,167
89.79,147,154
91.07,137,138
92.34,128,129
93.62,116,126
94.89,124,123
96.17,124,123
97.44,117,126
98.72,122,122
99.99,117,126
101.27,117,117
102.63,121,125
103.99,137,135
105.35,140,149
106.71,138,144
108.07,130,140
109.43,118,125
110.79,100,110
112.15,89,90
113.34,84,85
114.53,93,83
115.72,93,93
116.91,94,82
118.10,94,82
119.29,93,83
120.48,96,84
121.67,96,85
122.86,102,93
124.13,108,115
125.49,112,110
126.85,107,104
128.21,101,100
129.57,88,87
130.76,72,74
131.95,63,74
133.14,66,68
134.33,66,54
135.52,67,57
136.71,67,57
137.90,69,58
139.09,69,59
140.28,71,58
141.47,72,61
142.66,75,68
143.85,90,78
145.04,95,94
146.23,97,94
147.42,90,89
148.61,85,84
149.80,71,71
150.99,57,57
152.18,49,50
153.37,46,45
154.56,48,46
155.75,49,48
156.94,49,49
158.13,43,52
159.32,49,50
160.51,52,52
161.70,53,54
162.89,59,62
164.08,74,71
165.27,77,78
166.46,77,77
