xtime(milli),GSR,Volt
2279.05,464,464
2280.50,465,464
2281.94,464,464
2283.39,464,464
2284.83,464,465
2286.28,465,464
2287.72,464,465
2289.17,465,465
2290.61,464,464
2292.06,464,464
2293.50,465,464
2294.95,464,465
2296.39,464,464
2297.84,464,464
2299.28,464,464
2300.73,465,464
2302.17,464,465
2303.62,464,464
2305.06,465,465
2306.51,464,464
2307.95,464,464
2309.40,464,464
2310.84,464,464
2312.29,465,464
2313.73,465,465
2315.18,464,464
2316.62,464,465
2318.07,464,464
2319.51,464,464
2320.96,464,464
2322.40,464,465
2323.85,464,464
2325.29,465,464
2326.74,464,464
2328.18,465,464
2329.63,464,464
2331.07,464,464
2332.52,465,464
2333.96,464,464
2335.41,464,465
2336.85,465,464
2338.30,464,464
2339.74,464,464
2341.19,465,464
2342.63,464,464
2344.08,464,465
2345.52,465,465
2346.97,464,464
2348.41,464,464
2349.86,465,465
2351.30,464,464
2352.75,465,465
2354.20,464,464
2355.64,465,465
2357.08,464,465
2358.53,465,464
2359.97,465,465
2361.42,465,464
2362.86,464,464
2364.31,464,464
2365.75,465,464
2367.20,464,465
2368.64,464,464
2370.09,464,465
2371.53,465,464
2372.98,465,465
2374.42,464,464
2375.87,464,465
2377.31,465,464
2378.76,464,464
2380.20,464,464
2381.65,464,464
2383.09,464,464
2384.54,465,465
2385.98,464,465
2387.43,464,465
2388.87,464,465
2390.32,464,464
2391.76,463,465
2393.21,464,465
2394.65,465,464
2396.10,464,464
2397.54,464,464
2398.99,464,465
2400.43,464,464
2401.88,464,465
2403.32,464,464
2404.77,464,464
2406.21,464,464
2407.66,464,465
2409.10,465,464
2410.55,464,464
2411.99,465,465
2413.44,464,465
2414.88,465,464
2416.33,464,464
2417.77,464,464
2419.22,464,464
2420.66,464,464
2422.11,464,464
2423.55,464,465
2425.00,464,464
2426.44,464,464
2427.89,464,464
2429.33,465,464
2430.78,464,464
2432.22,464,464
2433.67,464,464
2435.11,464,465
2436.56,464,464
2438.00,464,464
2439.45,464,464
2440.89,465,464
2442.34,465,465
2443.78,464,465
2445.23,464,464
2446.67,464,465
2448.12,464,464
2449.56,465,465
2451.01,465,465
2452.45,464,465
2453.90,464,464
2455.34,464,464
2456.79,465,464
2458.23,464,464
2459.68,464,464
2461.12,464,465
2462.57,464,464
2464.01,464,464
2465.46,465,464
2466.90,464,464
2468.35,464,464
2469.79,464,464
2471.24,464,464
2472.68,464,464
2474.13,464,464
2475.57,465,464
2477.02,465,464
2478.46,464,464
2479.91,464,464
2481.35,465,464
2482.80,465,465
2484.24,464,464
2485.69,464,465
2487.13,464,464
2488.58,464,464
2490.02,464,465
2491.47,465,464
2492.91,464,464
2494.36,464,464
2495.80,464,464
2497.25,464,464
2498.69,464,465
2500.14,464,464
2501.58,464,464
2503.03,464,465
2504.47,465,464
2505.92,465,465
2507.36,464,464
2508.82,464,464
2510.25,465,464
2511.70,464,464
2513.14,464,464
2514.59,464,464
2516.03,464,464
2517.48,464,464
2518.92,464,464
2520.37,464,465
2521.81,464,464
2523.26,464,464
2524.70,464,465
2526.15,464,464
2527.59,464,465
2529.04,464,464
2530.48,464,464
2531.93,464,465
2533.37,465,464
2534.82,464,464
2536.26,464,464
2537.71,464,464
2539.15,465,465
2540.60,465,464
2542.04,464,464
2543.49,464,464
2544.93,464,465
2546.38,464,464
2547.82,464,464
2549.27,464,464
2550.71,465,464
2552.16,465,464
2553.60,464,464
2555.05,464,464
2556.49,464,464
2557.94,464,464
2559.38,464,464
2560.83,464,465
2562.27,464,463
2563.72,464,464
2565.16,464,465
2566.61,464,464
2568.05,465,464
2569.50,464,464
2570.94,464,464
2572.39,464,464
2573.83,464,464
2575.28,464,464
2576.72,464,464
2578.17,464,464
2579.61,464,464
2581.06,464,465
2582.50,464,464
2583.95,465,464
2585.39,464,464
2586.84,464,465
2588.28,464,464
2589.73,464,464
2591.17,464,464
2592.62,464,464
2594.06,464,464
2595.51,465,464
2596.95,464,464
2598.40,464,464
2599.84,464,464
2601.29,464,464
2602.73,464,464
2604.18,464,463
2605.62,463,464
2607.07,464,464
2608.51,464,464
2609.96,464,464
2611.40,464,464
2612.85,463,464
2614.29,464,464
2615.74,464,465
2617.18,464,465
2618.63,464,463
2620.07,464,464
2621.52,464,464
2622.96,465,464
2624.41,464,464
2625.85,464,464
2627.30,464,464
2628.74,464,464
2630.19,464,464
2631.63,464,464
2633.08,464,464
2634.52,464,464
2635.97,464,464
2637.41,465,464
2638.86,464,464
2640.30,464,464
2641.75,464,464
2643.19,464,464
2644.64,464,464
2646.08,464,464
2647.53,464,464
2648.97,464,463
2650.42,464,464
2651.86,464,464
2653.31,463,464
2654.75,463,464
2656.20,464,464
2657.64,465,464
2659.09,464,464
2660.53,464,464
2661.98,464,464
2663.43,463,464
2664.87,464,463
2666.31,464,464
2667.76,464,464
2669.20,464,464
2670.65,464,464
2672.09,465,463
2673.54,464,463
2674.98,464,464
2676.43,464,464
2677.87,464,464
2679.32,465,464
2680.76,465,463
2682.21,463,464
2683.65,464,464
2685.10,464,464
2686.54,465,464
2687.99,464,464
2689.43,465,464
2690.88,465,464
2692.32,465,464
2693.77,464,465
2695.21,464,464
2696.66,464,465
2698.10,464,464
2699.55,464,464
2700.99,464,464
2702.44,464,465
2703.88,464,463
2705.33,464,464
2706.77,464,464
2708.22,464,464
2709.66,464,464
2711.11,465,464
2712.55,464,464
2714.00,464,464
2715.44,464,464
2716.89,463,463
2718.33,464,463
2719.78,464,463
2721.22,464,464
2722.67,464,464
2724.11,464,464
2725.56,463,463
2727.00,464,464
2728.45,463,464
2729.89,464,463
2731.34,463,464
2732.78,464,464
2734.23,463,464
2735.67,464,464
2737.12,464,464
2738.56,464,464
2740.01,464,464
2741.45,463,463
2742.90,464,464
2744.34,463,463
2745.79,464,463
2747.23,464,464
2748.68,464,464
2750.12,463,463
2751.57,464,464
2753.01,463,464
2754.46,464,463
2755.90,463,464
2757.35,463,463
2758.79,463,464
2760.24,464,463
2761.68,463,463
2763.13,463,463
2764.57,464,464
2766.02,464,463
2767.46,463,463
2768.92,464,464
2770.35,463,464
2771.80,463,464
2773.24,464,464
2774.69,463,464
2776.13,464,465
2777.58,463,464
2779.02,464,463
2780.47,464,463
2781.91,464,464
2783.36,463,463
2784.80,464,464
2786.25,464,464
2787.69,464,463
2789.14,464,464
2790.58,463,463
2792.03,464,463
2793.48,463,463
2794.92,464,463
2796.36,464,464
2797.81,464,463
2799.25,463,464
2800.70,463,464
2802.14,464,463
2803.59,464,463
2805.03,463,463
2806.48,464,463
2807.92,463,464
2809.37,464,464
2810.81,464,464
2812.26,464,465
2813.70,463,464
2815.15,463,464
2816.59,464,464
2818.04,463,463
2819.48,463,464
2820.93,464,464
2822.37,465,464
2823.82,464,463
2825.26,464,463
2826.71,464,463
2828.15,463,463
2829.60,463,463
2831.04,464,464
2832.49,463,464
2833.93,464,463
2835.38,463,464
2836.82,464,464
2838.27,464,464
2839.71,464,464
2841.16,463,463
2842.60,464,464
2844.05,463,463
2845.49,464,464
2846.94,463,463
2848.38,464,463
2849.83,464,463
2851.27,463,463
2852.72,464,463
2854.16,463,463
2855.61,464,463
2857.05,463,463
2858.50,463,464
2859.94,463,463
2861.39,464,464
2862.83,463,464
2864.28,464,463
2865.72,463,463
2867.17,463,463
2868.61,463,463
2870.06,463,464
2871.50,463,463
2872.95,463,464
2874.39,464,463
2875.84,463,463
2877.28,464,463
2878.73,463,463
2880.17,463,463
2881.62,463,463
2883.06,464,464
2884.51,464,463
2885.95,463,464
2887.40,464,463
2888.84,463,464
2890.29,463,464
2891.73,463,463
2893.18,463,463
2894.62,464,463
2896.07,464,463
2897.51,463,463
2898.96,463,463
2900.40,463,464
2901.85,463,464
2903.29,463,463
2904.74,463,464
2906.18,463,463
2907.63,463,463
2909.07,464,464
2910.52,464,464
2911.96,463,463
2913.41,463,463
2914.85,464,463
2916.30,463,463
2917.74,463,463
2919.19,464,463
2920.63,464,464
2922.08,463,464
2923.53,464,464
2924.97,464,463
2926.41,463,463
2927.86,464,464
2929.30,464,463
2930.75,463,464
2932.19,463,464
2933.64,464,463
2935.08,463,463
2936.53,463,463
2937.97,463,464
2939.42,464,464
2940.86,463,463
2942.31,464,463
2943.75,463,464
2945.20,463,463
2946.64,463,463
2948.09,463,463
2949.53,463,463
2950.98,464,464
2952.42,464,464
2953.87,463,464
2955.31,463,463
2956.76,463,463
2958.20,463,463
2959.65,463,463
2961.09,463,465
2962.54,464,463
2963.98,464,464
2965.43,464,463
2966.87,464,463
2968.32,463,463
2969.76,464,463
2971.21,463,463
2972.65,464,463
2974.10,463,463
2975.54,464,464
2976.99,463,463
2978.43,462,463
2979.88,464,463
2981.32,463,463
2982.77,463,463
2984.21,464,463
2985.66,464,463
2987.10,463,463
2988.55,464,463
2989.99,464,464
2991.44,464,463
2992.88,463,463
2994.33,463,463
2995.77,463,464
2997.22,463,463
2998.66,464,464
3000.11,463,463
3001.55,464,463
3003.00,463,463
3004.44,463,463
3005.89,463,463
3007.33,463,464
3008.78,464,464
3010.22,463,464
3011.67,463,464
3013.11,464,463
3014.56,463,464
3016.00,464,463
3017.45,464,464
3018.89,463,463
3020.34,463,464
3021.78,463,464
3023.23,463,463
3024.67,463,463
3026.12,463,463
3027.56,464,464
3029.01,464,464
3030.45,464,464
3031.90,463,464
3033.34,463,463
3034.79,464,463
3036.23,463,464
3037.68,462,464
3039.12,463,464
3040.57,464,462
3042.01,463,463
3043.46,464,463
3044.90,464,462
3046.35,463,463
3047.79,463,463
3049.24,463,463
3050.68,463,463
3052.13,462,464
3053.58,463,463
3055.02,462,464
3056.46,463,463
3057.91,463,462
3059.35,463,464
3060.80,462,462
3062.24,464,463
3063.69,462,464
3065.13,464,463
3066.58,463,464
3068.02,463,462
3069.47,464,463
3070.91,463,463
3072.36,463,463
3073.80,462,462
3075.25,463,463
3076.69,463,463
3078.14,464,464
3079.58,462,462
3081.03,463,462
3082.47,462,462
3083.92,462,462
3085.36,462,463
3086.81,462,463
3088.25,464,462
3089.70,464,463
3091.14,463,463
3092.59,462,462
3094.03,463,462
3095.48,463,463
3096.92,463,464
3098.37,462,463
3099.81,463,464
3101.26,462,464
3102.70,463,463
3104.15,463,463
3105.59,463,462
3107.04,464,462
3108.48,463,463
3109.93,462,463
3111.37,463,463
3112.82,462,463
3114.26,463,462
3115.71,464,462
3117.15,463,463
3118.60,462,462
3120.04,463,462
3121.49,462,463
3122.93,463,462
3124.38,463,462
3125.82,463,463
3127.27,462,463
3128.71,463,462
3130.16,463,462
3131.60,463,462
3133.05,462,463
3134.49,462,462
3135.94,463,463
3137.38,463,463
3138.83,462,463
3140.27,463,462
3141.72,462,462
3143.16,463,463
3144.61,462,462
3146.05,464,464
3147.50,463,462
3148.94,463,462
3150.39,464,462
3151.83,464,462
3153.28,463,463
3154.72,462,462
3156.17,462,462
3157.61,462,462
3159.06,463,462
3160.50,462,462
3161.95,462,462
3163.39,462,462
3164.84,463,464
3166.28,462,463
3167.73,463,462
3169.17,463,462
3170.62,463,463
3172.06,462,463
3173.51,463,463
3174.95,462,462
3176.40,462,463
3177.84,463,461
3179.29,462,462
3180.73,463,462
3182.18,462,464
3183.63,463,462
3185.07,463,463
3186.51,462,462
3187.96,463,463
3189.40,462,462
3190.85,462,463
3192.29,463,462
3193.74,463,463
3195.18,462,463
3196.63,462,462
3198.07,462,463
3199.52,462,462
3200.96,462,463
3202.41,462,462
3203.85,463,462
3205.30,461,462
3206.74,462,462
3208.19,463,462
3209.63,463,463
3211.08,462,462
3212.52,463,461
3213.97,463,462
3215.41,462,462
3216.86,462,462
3218.30,462,462
3219.75,462,461
3221.19,462,462
3222.64,462,463
3224.08,462,462
3225.53,462,462
3226.97,462,463
3228.42,462,463
3229.86,461,463
3231.31,462,462
3232.75,462,462
3234.20,461,461
3235.64,463,461
3237.09,462,462
3238.53,463,462
3239.98,462,462
3241.42,461,462
3242.87,462,462
3244.31,463,462
3245.76,462,462
3247.20,462,462
3248.65,462,462
3250.09,462,462
3251.54,463,462
3252.98,461,461
3254.43,462,462
3255.87,462,463
3257.32,463,462
3258.76,462,463
3260.21,462,462
3261.65,461,462
3263.10,462,462
3264.54,462,462
3265.99,463,463
3267.43,461,462
3268.88,462,462
3270.32,462,462
3271.77,462,461
3273.21,463,461
3274.66,461,462
3276.10,462,463
3277.55,462,462
3278.99,462,462
3280.44,462,462
3281.88,461,462
3283.33,463,463
3284.77,461,462
3286.22,462,461
3287.66,461,463
3289.11,461,462
3290.55,463,461
3292.00,462,462
3293.44,461,462
3294.89,462,462
3296.33,463,461
3297.78,461,462
3299.22,462,462
3300.67,461,462
3302.11,461,461
3303.56,461,462
3305.00,461,463
3306.45,462,462
3307.89,462,463
3309.34,462,462
3310.78,462,462
3312.23,462,461
3313.68,463,462
3315.12,462,461
3316.56,462,461
3318.01,462,461
3319.45,461,461
3320.90,462,461
3322.34,462,461
3323.79,463,463
3325.23,462,462
3326.68,462,462
3328.12,461,461
3329.57,462,462
3331.01,461,461
3332.46,462,462
3333.90,463,462
3335.35,461,461
3336.79,462,461
3338.24,461,462
3339.68,462,461
3341.13,461,463
3342.57,462,461
3344.02,462,461
3345.46,462,461
3346.91,461,461
3348.35,461,462
3349.80,462,462
3351.24,462,462
3352.69,461,463
3354.13,462,461
3355.58,462,462
3357.02,461,462
3358.47,462,461
3359.91,461,462
3361.36,461,461
3362.80,462,461
3364.25,462,461
3365.69,461,462
3367.14,461,461
3368.58,462,461
3370.03,462,461
3371.47,462,463
3372.92,461,462
3374.36,461,461
3375.81,461,462
3377.25,461,461
3378.70,461,461
3380.14,461,461
3381.59,461,461
3383.03,463,462
3384.48,461,462
3385.92,461,461
3387.37,461,461
3388.81,461,461
3390.26,462,462
3391.70,461,461
3393.15,462,462
3394.59,461,461
3396.04,461,462
3397.48,461,461
3398.93,461,462
3400.37,461,461
3401.82,462,461
3403.26,462,460
3404.71,462,461
3406.15,460,462
3407.60,461,461
3409.04,462,462
3410.49,461,461
3411.93,461,461
3413.38,462,461
3414.82,460,462
3416.27,461,461
3417.71,461,462
3419.16,462,461
3420.60,462,460
3422.05,461,461
3423.49,462,463
3424.94,461,461
3426.38,461,461
3427.83,462,462
3429.27,461,461
3430.72,462,461
3432.16,462,460
3433.61,461,461
3435.05,461,462
3436.50,461,461
3437.94,461,461
3439.39,460,460
3440.83,462,462
3442.28,462,461
3443.73,461,461
3445.17,460,461
3446.61,461,460
3448.06,461,461
3449.50,461,461
3450.95,462,461
3452.39,462,462
3453.84,460,460
3455.28,461,461
3456.73,461,461
3458.17,460,460
3459.62,460,461
3461.06,460,461
3462.51,460,461
3463.95,460,461
3465.40,461,460
3466.84,460,461
3468.30,461,461
3469.73,461,462
3471.18,462,461
3472.62,461,461
3474.07,461,460
3475.51,461,461
3476.96,461,461
3478.40,462,461
3479.85,460,460
3481.29,461,460
3482.74,462,461
3484.18,461,461
3485.63,460,461
3487.07,461,461
3488.52,462,461
3489.96,461,461
3491.41,460,460
3492.85,461,461
3494.30,460,461
3495.74,461,460
3497.19,461,461
3498.63,461,460
3500.08,461,460
3501.52,460,461
3502.97,460,460
3504.41,462,460
3505.86,460,461
3507.30,460,460
3508.75,460,461
3510.19,460,460
3511.64,461,460
3513.08,461,461
3514.53,460,460
3515.97,460,461
3517.42,461,460
3518.86,461,460
3520.31,461,460
3521.75,460,461
3523.20,462,460
3524.64,460,460
3526.09,461,461
3527.53,460,461
3528.98,460,460
3530.42,460,460
3531.87,461,460
3533.31,461,461
3534.76,461,461
3536.20,461,461
3537.65,460,461
3539.09,461,461
3540.54,461,460
3541.98,460,460
3543.43,460,460
3544.87,461,460
3546.32,461,460
3547.76,460,460
3549.21,461,460
3550.65,461,460
3552.10,461,460
3553.54,461,461
3554.99,460,460
3556.43,461,460
3557.88,462,460
3559.32,460,460
3560.77,460,461
3562.21,461,460
3563.66,460,461
3565.10,461,461
3566.55,460,460
3567.99,460,460
3569.44,461,460
3570.88,460,461
3572.33,461,461
3573.78,460,460
3575.22,460,460
3576.66,460,460
3578.11,460,460
3579.55,460,460
3581.00,461,461
3582.44,460,460
3583.89,460,461
3585.33,461,461
3586.78,460,461
3588.22,460,461
3589.67,460,460
3591.11,460,460
3592.56,460,460
3594.00,461,460
3595.45,461,460
3596.89,460,461
3598.34,460,460
3599.78,460,461
3601.23,460,460
3602.67,461,461
3604.12,460,460
3605.56,460,460
3607.01,460,460
3608.45,460,460
3609.90,460,460
3611.34,460,459
3612.79,461,461
3614.23,461,460
3615.68,460,459
3617.12,461,460
3618.57,460,460
3620.01,460,460
3621.46,460,460
3622.90,461,460
3624.35,460,460
3625.79,460,460
3627.24,460,460
3628.68,460,460
3630.13,460,460
3631.57,460,461
3633.02,460,461
3634.46,460,460
3635.91,461,460
3637.35,461,460
3638.80,460,460
3640.24,460,459
3641.69,460,460
3643.13,461,460
3644.58,460,460
3646.02,459,459
3647.47,459,461
3648.91,459,460
3650.36,459,460
3651.80,459,460
3653.25,460,461
3654.69,460,459
3656.14,459,459
3657.58,460,459
3659.03,460,460
3660.47,461,460
3661.92,460,460
3663.36,459,459
3664.81,459,460
3666.25,460,459
3667.70,459,459
3669.14,459,459
3670.59,459,459
3672.03,459,459
3673.48,459,459
3674.92,459,459
3676.37,459,460
3677.81,459,460
3679.26,460,459
3680.70,459,460
3682.15,460,460
3683.59,459,460
3685.04,459,460
3686.48,459,459
3687.93,459,459
3689.37,460,460
3690.82,460,460
3692.26,459,459
3693.71,460,459
3695.15,460,459
3696.60,460,459
3698.04,460,459
3699.49,459,459
3700.93,460,460
3702.38,460,460
3703.83,460,459
3705.27,460,460
3706.71,460,460
3708.16,459,460
3709.60,459,459
3711.05,460,460
3712.49,460,460
3713.94,459,460
3715.38,459,459
3716.83,459,459
3718.27,460,460
3719.72,460,459
3721.16,460,459
3722.61,460,459
3724.05,459,459
3725.50,459,459
3726.94,459,459
3728.40,459,459
3729.83,459,460
3731.28,460,459
3732.72,459,459
3734.17,459,460
3735.61,459,459
3737.06,460,460
3738.50,460,459
3739.95,460,459
3741.39,459,460
3742.84,459,459
3744.28,459,459
3745.73,460,459
3747.17,459,459
3748.62,459,459
3750.06,460,459
3751.51,459,459
3752.95,460,459
3754.40,460,459
3755.84,459,460
3757.29,459,459
3758.73,460,460
3760.18,459,459
3761.62,459,459
3763.07,459,459
3764.51,459,460
3765.96,459,459
3767.40,459,459
3768.85,459,459
3770.29,459,459
3771.74,459,459
3773.18,459,459
3774.63,459,459
3776.07,458,459
3777.52,459,459
3778.96,459,459
3780.41,458,459
3781.85,459,458
3783.30,459,460
3784.74,459,459
3786.19,460,459
3787.63,459,459
3789.08,458,459
3790.52,458,459
3791.97,459,459
3793.41,459,459
3794.86,459,458
3796.30,459,459
3797.75,460,459
3799.19,460,459
3800.64,458,458
3802.08,458,459
3803.53,459,459
3804.97,458,459
3806.42,460,459
3807.86,459,459
3809.31,459,459
3810.75,459,460
3812.20,459,459
3813.64,459,459
3815.09,459,459
3816.53,459,459
3817.98,458,459
3819.42,458,459
3820.87,459,458
3822.31,459,459
3823.76,458,458
3825.20,458,458
3826.65,458,459
3828.09,460,458
3829.54,458,459
3830.98,458,458
3832.43,459,458
3833.88,458,458
3835.32,458,458
3836.76,459,459
3838.21,458,458
3839.65,459,458
3841.10,458,459
3842.54,458,458
3843.99,459,458
3845.43,458,459
3846.88,458,459
3848.32,459,458
3849.77,458,458
3851.21,459,458
3852.66,458,459
3854.10,459,459
3855.55,459,458
3856.99,459,459
3858.44,458,458
3859.88,458,459
3861.33,459,458
3862.77,458,458
3864.22,459,458
3865.66,458,458
3867.11,460,459
3868.55,458,459
3870.00,458,459
3871.44,458,458
3872.89,459,458
3874.33,458,459
3875.78,458,459
3877.22,458,458
3878.67,459,459
3880.11,459,459
3881.56,459,458
3883.00,458,459
3884.45,459,459
3885.89,459,459
3887.34,458,459
3888.78,459,458
3890.23,458,459
3891.67,458,458
3893.12,459,458
3894.56,459,459
3896.01,458,459
3897.45,459,458
3898.90,459,458
3900.34,458,459
3901.79,457,458
3903.23,458,458
3904.68,459,459
3906.12,458,458
3907.57,458,459
3909.01,458,459
3910.46,458,459
3911.90,458,459
3913.35,458,459
3914.79,458,458
3916.24,458,459
3917.68,459,459
3919.13,458,459
3920.57,459,459
3922.02,458,458
3923.46,458,459
3924.91,458,458
3926.35,458,458
3927.80,458,458
3929.24,458,458
3930.69,457,459
3932.13,459,459
3933.58,459,458
3935.02,457,459
3936.47,457,458
3937.91,458,459
3939.36,458,458
3940.80,458,457
3942.25,459,458
3943.69,459,458
3945.14,458,458
3946.58,458,457
3948.03,457,459
3949.47,459,458
3950.92,458,459
3952.36,458,459
3953.81,457,458
3955.25,458,457
3956.70,458,457
3958.14,458,459
3959.59,458,457
3961.03,458,458
3962.48,458,457
3963.92,458,458
3965.37,458,458
3966.81,459,458
3968.26,458,458
3969.70,458,457
3971.15,458,458
3972.59,457,457
3974.04,457,457
3975.48,458,457
3976.93,458,458
3978.37,458,457
3979.82,458,458
3981.26,457,457
3982.71,457,458
3984.15,458,458
3985.60,457,458
3987.04,458,458
3988.50,458,458
3989.93,459,458
3991.38,457,457
3992.82,457,458
3994.27,459,457
3995.71,458,458
3997.16,458,457
3998.60,458,457
4000.05,458,458
4001.49,458,457
4002.94,458,457
4004.38,458,457
4005.83,457,457
4007.27,458,457
4008.72,457,457
4010.16,458,457
4011.61,458,457
4013.05,458,458
4014.50,457,458
4015.94,457,458
4017.39,458,457
4018.83,458,458
4020.28,458,457
4021.72,458,458
4023.17,457,458
4024.61,458,458
4026.06,458,458
4027.50,457,457
4028.95,458,457
4030.39,458,458
4031.84,458,458
4033.28,458,457
4034.73,457,457
4036.17,457,457
4037.62,458,457
4039.06,458,457
4040.51,458,457
4041.95,458,458
4043.40,457,457
4044.84,457,457
4046.29,457,457
4047.73,457,457
4049.18,457,458
4050.62,458,458
4052.07,458,457
4053.51,457,458
4054.96,457,457
4056.40,458,457
4057.85,456,457
4059.29,458,457
4060.74,457,457
4062.18,457,458
